"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"aide";2;2;6.2188;1.0
"maturité";4;2;5.441;4.0
"toi";11;2;4.4804;3.0
"disant";28;2;3.6471;7.0
"feu";41;2;3.3136;8.5
"âge";45;2;3.2327;7.0
"besoin";62;2;2.9554;1.0
"Tragédies";356;3;2.5465;4.6666665
"mon";130;2;2.3237;2.0
"ayant";148;2;2.2147;4.0
