"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Héraclides";2;2;5.4769;4.0
"Saturnales";2;2;5.4769;8.0
"Problèmes";3;2;5.0003;7.0
"apprenons";6;2;4.3029;4.5
"Poétique";7;2;4.1573;1.0
"Divinité";8;2;4.0329;8.5
"défendant";14;2;3.5242;3.5
"Poésie";20;2;3.2077;6.0
"Macrobe";25;2;3.0119;10.0
"vicieux";29;2;2.8826;4.0
"Réfutation";131;3;2.7284;8.333333
"enfin";43;2;2.5428;9.5
"d'";2676;12;2.3603;2.75
"Bateleurs";58;2;2.2881;7.5
"défendu";63;2;2.2182;7.5
"apprend";76;2;2.0609;1.5
"aurait";78;2;2.0392;6.0
