"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Cardinal";12;4;9.3555;1.75
"trompés";3;2;5.5436;7.5
"Sozomene";5;2;5.0212;4.5
"Socrate";9;2;4.4661;2.5
"Baronius";13;2;4.1314;6.0
"disant";28;2;3.4502;4.5
"que";5061;14;3.263;3.7857141
"eut";56;2;2.848;3.5
"voyons";58;2;2.8178;4.5
"mot";61;2;2.7745;2.0
"Chrysostome";68;2;2.6814;7.0
"an";90;2;2.4425;6.0
"ce";1986;7;2.4302;5.285714
"Nous";129;2;2.1392;5.5
