"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Jongleurs";8;3;9.1114;8.333333
"VIII";17;3;8.0278;0.0
"défend";41;3;6.8344;1.3333333
"Bouffons";43;3;6.7709;6.3333335
"infâme";48;3;6.6247;4.3333335
"chasser";11;2;5.493;9.0
"art";186;3;4.8497;3.3333335
"hors";27;2;4.6892;4.0
"Théâtres";121;2;3.38;5.0
"des";4561;6;3.0593;4.6666665
