"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Charles";17;12;32.4527;0.0
"Milan";27;6;12.6271;4.0
"S";345;9;10.0477;2.0
"Archevêque";9;4;9.9553;0.0
"Synode";16;3;6.2939;6.0
"Diocésain";2;2;6.0237;6.0
"Comédie";468;5;3.9685;7.2
".";6697;18;3.9082;2.9444444
"composé";21;2;3.7068;3.5
"3";66;2;2.7102;4.0
"Concile";108;2;2.2915;5.5
"On";141;2;2.0681;6.5
