"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Lilius";2;2;5.8295;6.0
"Giraldus";2;2;5.8295;7.0
"tamquam";2;2;5.8295;3.0
"dit";850;7;4.0139;3.0
"7";13;2;3.9413;6.5
"Macrobe";25;2;3.3605;10.0
"adultères";25;2;3.3605;6.0
"Maxime";26;2;3.3261;7.0
"perdre";31;2;3.1723;6.0
",";17175;36;2.9317;4.4166665
"de";11325;25;2.463;4.6
"Cicéron";88;2;2.2766;2.0
"rendre";119;2;2.024;9.0
