"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Talmud";6;3;8.6455;5.3333335
"livre";81;4;7.0597;1.75
"narration";7;2;5.3059;1.0
"bouffonneries";26;2;4.1189;8.5
"condamnent";28;2;4.0535;0.5
"danses";40;2;3.7406;6.5
"Auteurs";56;2;3.4474;8.0
"d'";2676;6;2.6762;1.1666667
"Mimes";147;2;2.6169;2.5
