"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"1646";3;2;6.7557;7.0
"Jésuite";13;2;5.3415;1.0
"Père";49;2;4.1656;0.0
"fin";67;2;3.8927;7.0
"an";90;2;3.6362;6.0
"Roi";121;2;3.38;9.5
"vie";255;2;2.7397;4.0
"aussi";346;2;2.4804;0.0
".";6697;6;2.2328;3.8333335
"sa";487;2;2.1927;5.0
