"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"rage";9;3;7.8206;4.0
"Corneille";11;2;4.7541;7.0
"sœur";22;2;4.1327;1.0
"M";26;2;3.9851;10.0
"voici";33;2;3.7754;2.0
"parlant";41;2;3.5856;10.0
"fait";641;4;3.2763;5.75
"représente";105;2;2.7726;6.0
"lui";548;3;2.4063;5.6666665
"d'";2676;6;2.3462;1.5
