"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"témoignage";40;3;6.8673;1.0
"jouaient";27;2;4.6892;10.0
"pièces";59;2;4.0034;8.0
"sur";668;3;3.2153;7.666667
"Scène";174;2;3.067;5.0
"le";3534;5;2.7583;4.0
"selon";291;2;2.6273;3.0
