"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Nouvelle";4;4;11.9142;1.5
"modérée";2;2;5.954;4.0
"termes";110;4;5.1911;4.75
"résulte";5;2;4.955;6.0
"conforme";10;2;4.3033;3.5
"douceur";16;2;3.8791;1.0
"sévérité";22;2;3.5965;7.0
"permet";24;2;3.5198;1.5
"intelligence";25;2;3.4839;7.0
"Lois";36;2;3.165;2.5
"aux";1087;6;2.939;5.1666665
"de";11325;23;2.631;3.6086955
"ici";67;2;2.6291;5.0
"celle";94;2;2.3413;10.0
"Empereur";111;2;2.2013;0.0
