"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Sales";9;9;26.535;1.0
"Genève";6;4;10.6038;3.5
"S";345;8;8.0639;1.125
"Evêque";22;3;5.6517;2.6666667
"de";11325;32;5.5313;2.59375
".";6697;22;4.9192;3.6363635
"extrait";5;2;4.8877;7.5
"sentiment";70;3;4.1186;2.6666667
"François";15;2;3.8698;7.0
"Évêque";31;2;3.2288;1.0
"saint";160;3;3.0638;0.0
"soit";260;3;2.4645;4.0
"aller";101;2;2.2158;7.0
"et";7449;2;-2.065;6.0
