"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Théodose";37;14;30.5035;1.5
"Empereurs";90;14;24.3612;2.642857
"Gratien";4;3;8.0094;1.3333333
"an";90;4;5.1162;4.25
"Spectacles";391;6;4.7436;6.0
"répudier";5;2;4.7406;5.0
"loi";119;4;4.6372;4.25
"Léon";8;2;4.2947;6.5
"veulent";23;2;3.3445;0.0
"Empereur";111;3;3.312;0.0
"demander";26;2;3.2369;6.0
"puisse";80;2;2.27;4.0
",";17175;36;2.1907;3.25
