"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Histrions";214;6;8.8639;5.5
"première";49;4;7.9494;3.0
"punis";12;3;7.6051;5.0
"peine";118;4;6.4018;2.0
"La";157;4;5.9066;4.0
"dit";850;6;5.3567;0.0
"Lucas";8;2;5.1811;2.5
"Penna";8;2;5.1811;2.5
"Empereurs";90;3;4.8896;10.0
"sont";1085;6;4.7595;5.6666665
"dont";379;4;4.4021;2.5
"lois";147;3;4.2535;8.0
"gain";35;2;3.8575;7.5
"les";7221;9;2.0372;5.3333335
