"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Néron";18;4;8.0093;3.75
"sur";668;9;6.3742;5.3333335
"diffamer";2;2;5.7419;7.0
"paraissant";2;2;5.7419;9.0
"bouffonné";2;2;5.7419;6.0
"Valens";2;2;5.7419;8.0
"explique";18;2;3.5634;0.0
"Quand";25;2;3.2737;0.0
"condition";35;2;2.9801;8.5
"parle";151;3;2.9286;4.6666665
"sujet";153;3;2.9123;3.6666665
"clairement";54;2;2.6064;2.0
"Jeux";446;4;2.4801;8.75
"écrit";67;2;2.4224;0.0
"exemple";88;2;2.1921;4.5
"Théâtre";550;4;2.162;4.75
"assez";103;2;2.0605;1.0
