"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Pygmalion";4;3;9.3542;2.3333333
"Prince";110;4;6.5373;1.0
"Hyarbas";8;2;5.1877;6.5
"Reine";13;2;4.7435;7.5
"sœur";22;2;4.2732;5.5
"Didon";23;2;4.2338;3.5
"frère";26;2;4.1255;1.5
"de";11325;15;3.3922;2.3333333
