"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Grégoire";19;4;8.1966;2.25
"dit";850;9;6.1118;4.2222223
"Chrysologue";2;2;5.8867;0.0
"P";6;2;4.712;1.0
"Budée";8;2;4.4416;3.5
"ledit";12;2;4.0705;5.0
"Jésuite";13;2;3.9983;2.0
"Pierre";15;2;3.8698;8.0
"Guzman";16;2;3.8122;1.0
"Maître";17;2;3.7581;4.0
".";6697;19;3.515;4.2105265
"S";345;4;3.1483;1.0
"crime";84;2;2.3712;4.0
