"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Proconsul";6;3;9.5584;2.0
"Afrique";10;3;8.7806;0.0
"écrivirent";3;2;6.7557;4.0
"aboli";9;2;5.677;5.0
"ayons";10;2;5.5801;4.0
"Encore";16;2;5.1546;1.0
"voici";33;2;4.5123;8.0
"cérémonies";42;2;4.3005;7.0
"profanes";43;2;4.2799;8.0
"nous";1088;4;3.8146;6.5
"au";757;3;3.0588;3.0
