"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Theodecte";3;2;6.3094;3.5
"voulu";39;2;3.9209;5.0
"Poète";44;2;3.8154;3.5
"ayant";148;2;2.7667;1.0
"dit";850;3;2.2853;0.0
"avoir";305;2;2.1551;4.5
"Auteur";340;2;2.0646;6.5
"quelque";353;2;2.0335;2.5
