"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Egypte";5;3;8.7963;5.3333335
"intitulée";8;3;8.0486;0.6666666
"fragment";3;2;6.0507;8.0
"sortie";5;2;5.5281;3.0
"Tragédie";79;3;4.9111;1.0
"Prophète";40;2;3.6415;0.0
"Poète";44;2;3.5583;1.0
"reste";47;2;3.5009;4.0
"d'";2676;7;3.1375;2.2857144
":";1276;4;2.2588;3.5
