"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Empereur";111;5;8.1673;1.5999999
"sous";203;5;6.8567;5.4
"Arles";9;2;4.9379;2.0
"donna";29;2;3.8889;0.0
"règne";38;2;3.6519;5.0
"an";90;2;2.9047;3.0
".";6697;11;2.7779;4.6363635
"l'";4169;8;2.5493;2.75
