"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Sophocle";6;3;7.9763;3.3333335
"Laërce";2;2;6.1824;9.0
"moquait";2;2;6.1824;7.0
"Hylas";3;2;5.7055;7.0
"Diogène";4;2;5.4047;10.0
"allé";5;2;5.1831;4.0
"raconte";9;2;4.6277;8.0
"Socrate";9;2;4.6277;6.0
"vit";11;2;4.4441;3.0
"d'";2676;10;4.0975;0.70000005
"imitation";22;2;3.8234;5.0
"condamner";49;2;3.1229;6.0
"Tragédie";79;2;2.7116;1.0
"vertu";86;2;2.639;10.0
"vers";92;2;2.5815;2.0
"celles";126;2;2.3149;1.0
"quelques";149;2;2.1741;5.5
