"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Budée";8;2;5.0525;8.0
"Scéniques";151;3;4.0289;6.6666665
"témoignage";40;2;3.6128;2.0
"Tragédiens";59;2;3.2747;7.5
"dit";850;4;2.8352;2.75
"seulement";229;2;2.1185;5.5
",";17175;18;2.0675;4.7777777
