"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Thespis";9;3;6.3858;6.0
"Ambassades";3;2;5.0603;7.5
"alla";4;2;4.7597;3.5
"Eschines";6;2;4.3628;2.0
"Solon";8;2;4.0927;3.5
"dit";850;8;3.8964;1.0
"très";147;4;3.8902;4.75
"indécentes";14;2;3.5838;7.0
"apprend";76;3;3.5;3.6666665
"Athènes";19;2;3.3123;9.0
"pernicieux";25;2;3.0711;8.0
"selon";291;4;2.7787;2.75
"fut";137;3;2.758;4.0
"voyons";58;2;2.3461;2.5
"dans";2264;10;2.2089;4.5
