"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"conduisait";4;2;5.843;3.5
"Marius";7;2;5.2993;8.0
"lettre";12;2;4.8027;4.0
"écrit";67;2;3.2853;1.0
"il";3802;7;2.542;7.0
"?";626;3;2.4235;5.0
