"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Néron";18;2;4.311;3.5
"Histrion";44;2;3.524;9.0
"fit";98;2;2.8316;2.0
"dit";850;4;2.8248;4.0
"Empereur";111;2;2.725;6.5
"nom";152;2;2.4576;5.5
"quand";161;2;2.4089;4.0
"paroles";249;2;2.0434;4.5
