"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Eschines";6;2;5.312;7.5
"Démosthène";8;2;5.0412;1.0
"Histrions";214;3;3.5668;4.3333335
"quelques";149;2;2.469;5.5
