"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Pausanias";5;2;5.4935;5.5
"Temples";44;2;3.524;5.5
"enfants";105;2;2.7726;2.5
"quand";161;2;2.4089;3.5
