"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Felix";9;8;23.8236;0.0
"Félix";2;2;6.1824;0.0
"assurance";5;2;5.1831;6.0
"vel";6;2;5.0072;7.0
"faisons";19;2;3.9534;9.5
"ancien";19;2;3.9534;3.5
"Réfutation";131;3;3.7462;6.6666665
"aisément";27;2;3.6429;9.0
"Quant";51;2;3.0883;4.0
"Auteurs";56;2;3.0074;6.5
"écrit";67;2;2.8529;0.0
"Chapitre";97;2;2.5365;6.5
"peuvent";97;2;2.5365;10.0
"donner";151;2;2.1629;8.0
"nos";172;2;2.0543;5.5
