"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"saint";160;9;13.752;1.7777777
"esprit";293;6;6.7339;4.6666665
"vérité";95;3;4.1594;5.0
"représentait";30;2;3.5504;3.0
"peut";384;4;3.5273;7.5
"étant";229;3;3.0397;1.0
"avoir";305;3;2.6845;9.0
"S";345;3;2.5338;3.0
":";1276;5;2.3856;5.0
"comme";979;4;2.0595;2.0
"nos";172;2;2.0543;6.0
