"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"voulu";39;3;6.9011;2.6666667
"Poète";44;3;6.7403;0.0
"Josèphe";5;2;6.233;3.5
"mêler";17;2;5.1003;4.0
"livres";61;2;3.9744;8.5
"ayant";148;2;3.2062;2.0
"chose";168;2;3.0971;6.0
"quelque";353;2;2.4635;5.0
"Théâtre";550;2;2.0912;4.5
