"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"impudicités";2;2;6.6274;5.0
"Jérusalem";3;2;6.1504;2.5
"crie";4;2;5.8495;1.0
"effémines";6;2;5.4519;10.0
".";6697;13;4.5736;3.3846154
"Saint";124;3;4.4733;0.0
"V";21;2;4.3078;6.0
"Mimes";147;3;4.2535;6.3333335
"S";345;3;3.1675;1.0
"condamne";117;2;2.8117;2.0
"e";134;2;2.6958;5.0
"sortes";153;2;2.5828;10.0
"contre";242;2;2.1958;3.0
"paroles";249;2;2.172;3.0
