"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Chartres";6;4;12.8067;2.0
"Évêque";31;4;9.4877;2.25
"Burchard";2;2;6.9813;7.5
"S";345;3;3.6828;3.3333335
"esprit";293;2;2.3767;9.0
