"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Tite";18;18;51.1989;0.7777778
"-";1826;14;6.125;0.0
"apprend";76;4;5.2743;1.75
"Jeux";446;6;4.2369;7.166667
"parle";151;4;4.1017;4.25
"Histoire";14;2;3.717;5.0
"établir";22;2;3.3158;7.5
"de";11325;31;3.1355;6.064516
"Atellanes";32;2;2.9881;5.5
"Scéniques";151;3;2.8276;7.0
"première";49;2;2.6203;9.0
"clairement";54;2;2.5372;4.0
"paroles";249;3;2.2182;2.6666667
"Fêtes";91;2;2.096;7.5
"fit";98;2;2.0342;5.5
