"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Père";49;4;8.6614;0.0
"R";2;2;6.9813;2.0
"Révérend";3;2;6.5042;1.0
"Jésuites";6;2;5.8055;2.0
"General";17;2;4.8491;0.0
"le";3534;6;2.97;5.5
