"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Jeux";446;4;4.1293;4.5
"Les";228;3;3.691;3.3333335
"vont";47;2;3.5998;1.0
"apprend";76;2;3.1828;1.5
"femmes";190;2;2.3993;2.0
"voir";282;2;2.0682;5.0
"dit";850;3;2.0678;2.6666667
"pour";1697;4;2.0061;6.0
