"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Orient";8;4;10.5447;3.75
"Constantinople";22;4;8.5294;6.0
"Sacre";6;3;7.9883;3.3333335
"renouvela";9;3;7.3658;2.6666667
"mariage";27;3;5.8286;6.3333335
"Empereur";111;4;5.6407;1.75
"depuis";68;3;4.6053;5.6666665
"Au";20;2;3.9157;2.0
"frère";26;2;3.684;5.5
"Spectacles";391;4;3.5127;5.5
"son";627;4;2.7538;7.0
"temps";301;3;2.712;5.6666665
"Dissertation";453;3;2.2167;5.6666665
