"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"joua";7;3;8.4026;1.3333333
"Euripide";10;3;7.868;3.3333335
"quelques";149;5;7.8607;5.4
"unes";17;3;7.1158;7.333333
"estimés";28;3;6.4346;5.3333335
"-";1826;8;5.4314;4.75
"jusqu'";66;3;5.2954;4.3333335
"premiers";60;2;3.3875;7.5
"Tragédies";356;3;3.1281;9.333333
"étaient";438;3;2.87;6.3333335
"ses";466;3;2.7934;9.333333
"lui";548;3;2.5944;2.3333333
"même";814;3;2.1187;4.3333335
"car";284;2;2.0623;9.5
