"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Socrate";9;4;11.1686;1.5
"trompés";3;2;6.1504;2.0
"Théodose";37;3;6.0609;7.666667
"Baronius";13;2;4.7368;4.5
"dit";850;3;2.0678;1.6666667
