"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"S";345;11;13.0922;1.0
".";6697;19;4.403;1.8421052
"ses";466;5;3.9772;5.0
"Prélat";24;2;3.5889;9.0
"enfants";105;2;2.3152;3.5
"Empereur";111;2;2.2684;5.0
"Spectacles";391;3;2.1637;8.0
