"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Valentinien";17;3;7.6483;1.3333333
"Théodose";37;3;6.5924;4.3333335
"Empereurs";90;2;3.3867;0.5
"loi";119;2;3.1456;4.5
"Spectacles";391;2;2.1346;5.5
