"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Alexandrie";11;9;25.7649;1.0
"Alexandrin";2;2;6.0994;0.0
"condamne";117;4;5.3705;2.0
"communication";4;2;5.3218;4.0
"Eusèbe";4;2;5.3218;4.5
"d'";2676;11;4.447;1.090909
"touché";16;2;4.0238;2.0
"Idolâtrie";67;2;2.7715;7.0
"ayant";148;2;2.1002;1.0
