"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"condamnant";24;3;6.6431;5.6666665
".";6697;13;4.5736;3.2307692
"S";345;4;4.5605;1.0
"Orchestre";16;2;4.5502;3.0
"explique";18;2;4.4449;1.0
"Pape";49;2;3.5635;4.5
"Tragédies";356;3;3.1281;7.333333
"les";7221;11;3.0614;6.818182
"Saint";124;2;2.762;0.0
"e";134;2;2.6958;7.0
"sorte";209;2;2.3189;5.0
"Comédies";697;3;2.3033;5.0
