"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Manlius";20;7;17.8891;0.0
"399";7;3;8.2005;4.6666665
"consulat";8;3;7.9965;3.0
"sous";203;5;6.8567;4.4
"an";90;3;4.6896;3.6666665
"année";22;2;4.1327;8.0
"même";814;5;3.9459;4.2
"le";3534;8;2.9937;4.0
