"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"badineries";6;2;5.6108;5.5
"Tragédies";356;4;4.8184;6.25
"Réfutation";131;2;2.8711;5.0
"notre";193;2;2.5406;7.0
"les";7221;8;2.0243;6.125
