"Occ";"Fréq";"CoFréq";"Indice";"DistMoy"
"Concile";108;5;9.4302;2.4
"tiré";29;3;6.9044;3.0
"Laodicée";5;2;5.9717;10.0
"dist";14;2;5.0135;9.0
"5";22;2;4.6096;7.0
"lequel";33;2;4.2516;5.0
".";6697;10;4.1368;5.6
"Canon";52;2;3.8535;6.0
"du";1546;5;3.7742;3.1999998
